Weight,Height
241.893563180437,73.847017017515
162.3104725213,68.7819040458903
212.7408555565,74.1101053917849
220.042470303077,71.7309784033377
206.349800623871,69.8817958611153
152.212155757083,67.2530156878065
183.927888604031,68.7850812516616
167.971110489509,68.3485155115879
175.92944039571,67.018949662883
156.399676387112,63.4564939783664
186.604925560358,71.1953822829745
213.741169489411,71.6408051192206
167.127461073476,64.7663291334055
189.446181386738,69.2830700967204
186.434168021239,69.2437322298112
172.186930058117,67.6456197004212
196.028506330482,72.4183166259878
172.88347020878,63.974325721061
185.98395757313,69.6400598997523
182.426648013226,67.9360048540095
174.115929081393,67.9150501938206
197.73142161472,69.4394398680395
149.173566007975,66.1491319608781
228.761780615196,75.2059736142212
162.006651848287,67.8931963386043
192.343976579187,68.1440327982008
184.435174408406,69.0896314289256
206.828189420354,72.8008435165003
175.213922399227,67.4212422817167
154.342638925955,68.4964153568827
187.506843155807,68.6181105502058
212.910225325521,74.0338076216678
195.032243233835,71.5282160355709
205.183621341371,69.1801610995692
204.164125484101,69.577202365402
192.903515074649,70.4009288884762
197.488242598925,69.0761711675356
183.810973232751,67.1935232827228
163.851824878622,65.8073156549306
163.108017147583,64.3041878915595
172.135597406825,67.9743362271967
194.045404898059,72.1894259592134
168.617746204292,65.2703455240394
161.193432596622,66.0901773762725
164.660277264007,67.5103215157138
188.922303151274,70.1047862551571
187.060552163801,68.2518364408672
209.070863390252,72.1727091157973
192.014335412005,69.1798576188774
211.34249681964,72.870360147235
165.61162618225,64.7825829779871
201.071918099568,70.1835498874837
173.423960346601,68.4914502529394
181.407679285937,67.3308308810162
169.737707400252,66.9909440825232
163.309528309674,66.4995499002499
189.710209942456,68.3530566463988
192.124847346168,70.7744590703974
198.1984641076,71.2159236694709
209.526499837126,70.0133653490674
198.759792659859,71.4031822207589
198.079523654438,69.5520050948319
195.290612189727,73.8185345577699
164.943302997003,66.99688275225
179.863902339297,71.4184658930907
155.250420694049,65.2793002090043
184.519391248574,68.2741914742284
220.678041465283,72.7653699463424
183.31265530722,68.0993798003468
196.451312291183,68.8967060721692
184.595608300273,69.2895099633052
207.532838518544,70.5232245234565
177.200928752348,69.6637252265179
163.108002209381,67.5952688079157
216.218230112735,72.5081203801037
204.655493822323,71.2529856038086
200.920571219495,71.8091868893668
220.901769881142,72.2451654792519
196.449860340782,66.5126276609347
168.640810039015,66.0290340048182
181.432713008126,67.577153942735
198.658673326418,68.2465686016242
237.916735863185,73.8261270026308
173.041255909233,69.8024643604904
160.683916639879,65.9595777848988
188.602919070666,71.0790175757451
208.345694035109,66.5961965372077
193.435118452271,68.9515350928246
174.10969379062,68.2444617923064
197.368589249335,72.3168251228452
201.620666747742,71.8154204495308
181.011973240364,65.2370495188386
182.12248597866,70.6405300907292
177.549263423371,64.731925597255
164.974580682475,67.1035511824075
165.717112190107,65.1174848880457
193.094163543063,71.7012340230177
180.683886970857,66.8328782059274
172.773722928412,66.4712752615182
177.470616229738,69.4115262206039
200.818737313254,70.0521774745245
167.739775344302,66.7436046519631
154.395624779233,66.2743291154144
177.984728603887,68.328447992915
183.93885695678,70.0758881952341
179.2047820686,68.7329881487344
158.567987385418,67.556051261876
166.503531642942,66.2536325347937
171.983677611956,69.1822026805756
174.36418237859,67.6091049416397
187.745351863374,69.2927380218867
